Year,Length_Category,Sector,Gear,Region,SAUP,NV,GT,P,NVActive,GTActive,PActive,NomActive,NVerr,Perr,GTerr,RActivity,MethodNV,MethodLOA,MethodGT,MethodP,Country,EffActive
1976,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1099,91991.958,328225.07,794.577,66510.185634,237306.72561,46794544.635,0.0197114357597816,0.001064349899905,3.59469196533364e-05,0.723,GAM,Data,Data,AIC,MEX,60166117.5974205
1977,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1242,101565.24,370867.05,897.966,73431.66852,268136.87715,52879537.488,0.0217017760064412,0.0010996633254936,3.98665934995792e-05,0.723,GAM,Data,Data,AIC,MEX,68781769.1861642
1978,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1292,105134.378,385689.47,934.116,76012.155294,278853.48681,54993819.402,0.0216637877708978,0.0011064833401563,4.04939588928276e-05,0.723,GAM,Data,Data,AIC,MEX,72449928.3048642
1979,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1341,108907.506,400120.94,969.543,78740.126838,289287.43962,57053952.954,0.0220096436316182,0.0011039285711602,4.09965588395184e-05,0.723,GAM,Data,Data,AIC,MEX,76189209.2694115
1980,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1477,118337.299,440259.14,1067.871,85557.867177,318307.35822,62783714.94,0.0237158239945836,0.0011158052036742,4.35839671261028e-05,0.723,GAM,Data,Data,AIC,MEX,84915865.1995514
1981,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1541,124210.619,459298.86,1114.143,89804.277537,332073.07578,65498071.671,0.0236031291823491,0.0011054184947999,4.27101915684536e-05,0.723,GAM,Data,Data,AIC,MEX,89629846.3796062
1982,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1534,123280.103,456963.53,1109.082,89131.514469,330384.63219,65167289.772,0.0241976081616688,0.0011061998672952,4.35007772158261e-05,0.723,GAM,Data,Data,AIC,MEX,90270417.7003971
1983,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1568,125863.945,466920.22,1133.664,90999.632235,337583.31906,66588394.713,0.0243737244834184,0.0011059837859371,4.37352956326286e-05,0.723,GAM,Data,Data,AIC,MEX,93264988.6954568
1984,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1429,114130.785,425126.67,1033.167,82516.557555,307366.58241,60630981.717,0.0248047561371589,0.0011090127915383,4.47121741058182e-05,0.723,GAM,Data,Data,AIC,MEX,85775934.6649614
1985,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1433,113236.262,426347.57,1036.059,81869.817426,308249.29311,60805755.399,0.0,0.0011297096798535,4.63432455904647e-05,0.723,Data,Data,Data,AIC,MEX,86853256.9623854
1986,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1322,104832.248,393178.58,955.806,75793.715304,284268.11334,56076882.801,0.0136939668154312,0.0011178931121842,4.59280530486783e-05,0.723,Data,Data,Data,AIC,MEX,81083256.941184
1987,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1290,102459.369,383085.0,932.67,74078.123787,276970.455,54637180.854,0.0137779890852713,0.0011139136027079,4.57229291176252e-05,0.723,Data,Data,Data,AIC,MEX,79581219.162053
1988,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1267,100670.714,376040.86,916.041,72784.926222,271877.54178,53633914.242,0.013664453062352,0.0011091796253104,4.57941028835854e-05,0.723,Data,Data,Data,AIC,MEX,78690022.6352448
1989,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1293,101836.712,383479.25,934.839,73627.942776,277255.49775,54697489.176,0.013485086450116,0.0011200145770536,4.72260204960722e-05,0.723,Data,Data,Data,AIC,MEX,80941775.6581505
1990,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1250,98329.725,370401.78,903.75,71092.391175,267800.48694,52828868.925,0.013635657928,0.0011310991309102,4.68593643314125e-05,0.723,Data,Data,Data,AIC,MEX,78845929.0781381
1991,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1282,100122.875,379633.62,926.886,72388.838625,274475.10726,54148806.645,0.0133741510062402,0.0011385396128762,4.82836517699736e-05,0.723,GAM,Data,Data,AIC,MEX,81323741.7545765
1992,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1275,99117.953,377279.19,921.825,71662.280019,272772.85437,53813878.341,0.0132783645647059,0.0011455946633673,4.88738212401541e-05,0.723,GAM,Data,Data,AIC,MEX,81442340.4861581
1993,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1264,98336.266,374551.18,913.872,71097.120318,270800.50314,53427165.162,0.0135130123338608,0.0011400941915161,4.95696751931327e-05,0.723,Data,Data,Data,AIC,MEX,81256996.0327454
1994,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1317,102014.553,389828.48,952.191,73756.521819,281845.99104,55609896.378,0.0,0.0011430542165349,5.06646451495239e-05,0.723,GAM,Data,Data,AIC,MEX,85054660.0260998
1995,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1261,98288.838,372519.19,911.703,71062.829874,269331.37437,53140038.726,0.0,0.001132544544073,4.99053116725014e-05,0.723,Data,Data,Data,AIC,MEX,81612629.7153615
1996,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1287,98954.417,380345.91,930.501,71544.043491,274990.09293,54259088.004,0.0160114815679876,0.0011573513630617,5.24545926609794e-05,0.723,Data,Data,Data,AIC,MEX,83674483.9448293
1997,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1323,100079.947,390027.38,956.529,72357.801681,281989.79574,55642707.564,0.157360050566893,0.0011852125928,5.54301413243494e-05,0.723,GAM,Data,Data,AIC,MEX,86138334.0029238
1998,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1344,101882.089,395900.43,971.712,73660.750347,286236.01089,56480887.971,0.170165626116071,0.0011829933764777,5.55876954808327e-05,0.723,GAM,Data,Data,AIC,MEX,87719250.7493453
1999,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1364,103110.638,401190.71,986.172,74548.991274,290060.88333,57237012.216,0.185652148240469,0.001188658577903,5.62898411059778e-05,0.723,GAM,Data,Data,AIC,MEX,89114791.9336366
2000,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1372,103267.216,403150.44,991.956,74662.197168,291477.76812,57515720.763,0.0,0.0012027018457222,5.70799835129147e-05,0.723,Data,Data,Data,AIC,MEX,89953554.9031889
2001,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1399,104882.122,410515.92,1011.477,75829.774206,296803.01016,58567502.121,0.0,0.0012117998316759,5.8166522784272e-05,0.723,Data,Data,Data,AIC,MEX,92327813.3800843
2002,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1406,105594.717,412130.31,1016.538,76344.980391,297970.21413,58797674.955,0.0125692928790896,0.0012110844744922,5.78943808176322e-05,0.723,Data,Data,Data,AIC,MEX,93498680.7276583
2003,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1407,105322.849,411721.44,1017.261,76148.419827,297674.60112,58738406.307,0.0,0.0012231206569181,5.81104513864888e-05,0.723,Data,Data,Data,AIC,MEX,94638607.8737482
2004,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1410,106037.078,412269.39,1019.43,76664.807394,298070.76897,58816701.423,0.0,0.0012174502000577,5.75737649464652e-05,0.723,Data,Data,Data,AIC,MEX,95966901.0865491
2005,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1520,114556.798,443785.3,1098.96,82824.564954,320856.7719,63318217.995,0.0,0.0012065366989445,5.82403051044688e-05,0.723,GAM,Data,Data,AIC,MEX,104473248.430644
2006,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,340,25293.397,98946.332,245.82,18287.126031,71538.198036,14115736.32,0.0,0.0012519192783905,5.71654180651073e-05,0.723,Data,Data,Data,AIC,MEX,23521781.7638528
2007,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,333,24843.676,88871.006,240.759,17961.977748,64253.737338,12676220.184,0.0,0.0007159441052104,5.67248972146928e-05,0.723,Data,Data,Data,AIC,MEX,21301146.7931532
2008,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,336,25023.566,89423.779,242.928,18092.038218,64653.392217,12755139.972,0.0,0.0007215842582369,5.69554157974899e-05,0.723,Data,Data,Data,AIC,MEX,21559304.8515533
2009,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,330,24410.309,87746.452,238.59,17648.653407,63440.684796,12516171.12,0.0,0.0007287874706975,5.83245179082452e-05,0.723,Data,Data,Data,AIC,MEX,21244862.9722975
2010,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,318,23511.696,85088.78,229.914,16998.956208,61519.18794,12137538.189,0.0,0.000826512322141,5.85780008747502e-05,0.723,Data,Data,Data,AIC,MEX,20680622.4135316
2011,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,1324,97581.559,384852.27,957.252,70551.467157,278248.19121,54915190.983,0.0,0.0012424713217203,6.25805992189631e-05,0.723,GAM,Data,Data,AIC,MEX,94454147.7079062
2012,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,316,23241.859,91823.308,228.468,16803.864057,66388.251684,13100814.225,0.0,0.0012598773380505,5.98373530091823e-05,0.723,Data,Data,Data,AIC,MEX,22805343.2894086
2013,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,306,22675.627,89046.733,221.238,16394.478321,64380.787959,12704136.66,0.380509773202614,0.0012458990621281,5.82816500733206e-05,0.723,GAM,Data,Data,AIC,MEX,22474566.6338967
2014,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,304,22512.087,88537.393,219.792,16276.238901,64012.535139,12631725.318,0.379989476973684,0.0012414270826015,5.84877319610723e-05,0.723,GAM,Data,Data,AIC,MEX,22769225.1201271
2015,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,291,21537.018,84821.054,210.393,15571.264014,61325.622042,12101567.493,0.370287626460481,0.0012392137489515,5.84612625965085e-05,0.723,GAM,Data,Data,AIC,MEX,22257874.3316507
2016,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,331,24396.005,96727.688,239.313,17638.311615,69934.118424,13800971.04,0.360893946223565,0.0012348523066699,5.94578681112346e-05,0.723,GAM,Data,Data,AIC,MEX,25870547.8951824
2017,12-24m,I,Seine_Purse_Seine,NorthAmerica,484,373,27258.666,109098.351,269.679,19708.015518,78878.107773,15566157.465,0.353356531903485,0.0012541536198321,6.13209043302112e-05,0.723,GAM,Data,Data,AIC,MEX,29453757.1503599
1950,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,12,1545.396,4374.41,8.676,1117.321308,3162.69843,625053.2379,0.02657525,0.001474294,8.294578e-06,0.723,GAM,Data,Data,AIC,MEX,630928.73833626
1951,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,10,1291.919,3645.341,7.23,934.057437,2635.581543,520877.6862,0.0290944,0.001474294,8.178763e-06,0.723,GAM,Data,Data,AIC,MEX,530716.211452913
1952,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,20,3600.179,9312.668,14.46,2602.929417,6733.058964,1344578.7168,0.033573036,0.0011204384022027,5.83677339862629e-06,0.723,GAM,Data,Data,AIC,MEX,1382853.37432558
1953,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,21,3405.821,8666.21,15.183,2462.408583,6265.66983,1245254.9289,0.0349683838095238,0.0012841313050813,6.21717085048539e-06,0.723,GAM,Data,Data,AIC,MEX,1292740.84545734
1954,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,21,3733.46,9677.202,15.183,2699.29158,6996.617046,1396666.5288,0.03264001,0.0011337319178569,5.9152044674645e-06,0.723,GAM,Data,Data,AIC,MEX,1463555.60531197
1955,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,24,3440.613,8748.819,17.352,2487.563199,6325.396137,1250106.765,0.03544958,0.001474294,6.06864e-06,0.723,GAM,Data,Data,AIC,MEX,1322290.59138015
1956,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,24,3442.249,8748.819,17.352,2488.746027,6325.396137,1250106.765,0.03544958,0.001474294,6.062875e-06,0.723,GAM,Data,Data,AIC,MEX,1334720.12293912
1957,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,26,4585.922,11499.873,18.798,3315.621606,8314.408179,1657105.5888,0.0405238869230769,0.0011864366454461,5.38476068260777e-06,0.723,GAM,Data,Data,AIC,MEX,1785897.72982564
1958,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,38,6235.162,15874.282,27.474,4508.022126,11477.105886,2282158.6098,0.0416064810526316,0.0012654675236652,5.73652963295356e-06,0.723,GAM,Data,Data,AIC,MEX,2482650.17378783
1959,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,35,5795.961,14780.682,25.305,4190.479803,10686.433086,2125895.1738,0.107374671428571,0.0012505526351059,5.7275007562789e-06,0.723,GAM,Data,Data,AIC,MEX,2334397.71785601
1960,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,41,6699.599,16967.882,29.643,4843.810077,12267.778686,2438422.0458,0.10723653902439,0.0012791414791014,5.61981890969952e-06,0.723,GAM,Data,Data,AIC,MEX,2718755.35886479
1961,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,40,6039.034,15592.361,28.92,4366.221582,11273.277003,2234922.6339,0.107429095,0.001368182789555,5.86245883866989e-06,0.723,GAM,Data,Data,AIC,MEX,2533052.11434534
1962,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,38,5779.833,14863.291,27.474,4178.819259,10746.159393,2130747.0099,0.0440694589473684,0.001362942133713,5.75156938348305e-06,0.723,GAM,Data,Data,AIC,MEX,2452455.08132626
1963,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,53,9433.26,24375.274,38.319,6820.24698,17623.323102,3517710.951,0.0467045194339623,0.0011346870993949,5.2483835191164e-06,0.723,GAM,Data,Data,AIC,MEX,4067511.17113227
1964,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,57,10141.107,25833.404,41.211,7332.020361,18677.551092,3726061.476,0.0482056157894737,0.00115376628111,5.08582778747261e-06,0.723,GAM,Data,Data,AIC,MEX,4318220.92314588
1965,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,52,9319.124,24010.734,37.596,6737.726652,17359.760682,3465623.139,0.0456620153846154,0.0011293066921244,5.23777285487885e-06,0.723,GAM,Data,Data,AIC,MEX,4029686.4976955
1966,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,53,9531.943,24375.274,38.319,6891.594789,17623.323102,3517710.951,0.04719777,0.0011340472282295,5.13000078449976e-06,0.723,GAM,Data,Data,AIC,MEX,4110888.88586793
1967,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,54,9679.124,24739.804,39.042,6998.006652,17886.878292,3569798.04,0.0517695496296296,0.0011386600230369,5.12982908001468e-06,0.723,GAM,Data,Data,AIC,MEX,4195823.2722834
1968,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,58,10986.825,27208.93,41.934,7943.474475,19672.05639,3929560.671,0.116795034482759,0.0011085239158433,4.9917677330266e-06,0.723,GAM,Data,Data,AIC,MEX,4658656.76190809
1969,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,60,11215.547,27938.0,43.38,8108.840481,20199.174,4033736.295,0.1141623,0.0011176274530272,5.08300409746132e-06,0.723,GAM,Data,Data,AIC,MEX,4821779.03438856
1970,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,63,11657.089,29031.6,45.549,8428.075347,20989.8468,4189999.731,0.0478625223809524,0.001132331141333,5.08416479052592e-06,0.723,GAM,Data,Data,AIC,MEX,5035988.61701756
1971,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,64,11783.01,29396.13,46.272,8519.11623,21253.40199,4242087.543,0.0473331025,0.0011366635701936,5.12314362797536e-06,0.723,GAM,Data,Data,AIC,MEX,5146004.06589841
1972,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,81,14717.014,36604.22,58.563,10640.401122,26464.85106,5278991.007,0.0496798227160494,0.00115741158933,4.96597622273839e-06,0.723,GAM,Data,Data,AIC,MEX,6477746.17594684
1973,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,99,17276.32,43165.83,71.577,12490.77936,31208.89509,6216570.9,0.0508839260606061,0.0012044962154359,5.09592953609449e-06,0.723,GAM,Data,Data,AIC,MEX,7701835.27442567
1974,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,116,19462.605,49362.91,83.868,14071.463415,35689.38393,7102062.981,0.0501586627586207,0.0012381640293702,5.30202527342717e-06,0.723,GAM,Data,Data,AIC,MEX,8920132.11802441
1975,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,114,19629.04,49139.34,82.422,14191.79592,35527.74282,7073593.41,0.0536666642105263,0.0012198506983716,5.09886284535311e-06,0.723,GAM,Data,Data,AIC,MEX,8987081.18285652
1976,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,132,23297.4,58228.43,95.436,16844.0202,42099.15489,8389702.845,0.0499315663636364,0.0011878244832774,5.15440319548533e-06,0.723,GAM,Data,Data,AIC,MEX,10787066.1402299
1977,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,130,22203.065,57499.36,93.99,16052.815995,41572.03728,8285527.221,0.05249607,0.0011840833962498,5.41838110369086e-06,0.723,GAM,Data,Data,AIC,MEX,10777197.5318398
1978,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,144,26134.91,66646.81,104.112,18895.53993,48185.64363,9620402.121,0.0526690977777778,0.0011235589351605,5.18468159258555e-06,0.723,GAM,Data,Data,AIC,MEX,12674105.0450674
1979,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,143,23884.015,61732.81,103.389,17268.142845,44632.82163,8886962.001,0.0458742999300699,0.0012175344990171,5.48726536113756e-06,0.723,GAM,Data,Data,AIC,MEX,11867549.4441096
1980,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,165,26767.99,68236.08,119.295,19353.25677,49334.68584,9805776.429,0.0531544373939394,0.0012820436005194,5.28111442360409e-06,0.723,GAM,Data,Data,AIC,MEX,13262451.7395578
1981,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,173,27636.28,71152.35,125.079,19981.03044,51443.14905,10222478.202,0.0467869273410405,0.0012886994400447,5.45307767214618e-06,0.723,GAM,Data,Data,AIC,MEX,13988795.8147294
1982,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,176,27161.23,70223.96,127.248,19637.56929,50771.92308,10075918.149,0.0492691338636364,0.0013331261850218,5.56784785238297e-06,0.723,GAM,Data,Data,AIC,MEX,13957268.1817442
1983,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,195,30168.16,77150.11,140.985,21811.57968,55779.52953,11065585.854,0.0500541309230769,0.0013458460483827,5.51338064801665e-06,0.723,GAM,Data,Data,AIC,MEX,15498672.7646767
1984,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,184,29232.14,75162.22,133.032,21134.83722,54342.28506,10795443.411,0.0510545252173913,0.0012985663949994,5.4374344142916e-06,0.723,GAM,Data,Data,AIC,MEX,15272542.5595672
1985,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,173,27875.49,71152.35,125.079,20153.97927,51443.14905,10222478.202,0.0,0.0012897745202718,5.29770903911393e-06,0.723,Data,Data,Data,AIC,MEX,14601504.7464617
1986,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,198,32258.26,81276.69,143.154,23322.72198,58763.04687,11676084.162,0.0287940363636364,0.0012915643555259,5.06780057925381e-06,0.723,Data,Data,Data,AIC,MEX,16882802.4113611
1987,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,209,33072.2,83264.59,151.107,23911.2006,60200.29857,11946225.882,0.0335157233971292,0.0013352482467916,5.10412388024383e-06,0.723,Data,Data,Data,AIC,MEX,17400151.4209757
1988,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,212,33071.03,82841.694,153.276,23910.35469,59894.544762,11875371.882,0.0326105403301887,0.0013651773949144,5.19865545938303e-06,0.723,Data,Data,Data,AIC,MEX,17423178.8860332
1989,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,225,35411.03,87580.634,162.675,25602.17469,63320.798382,12552512.715,0.0368906326666667,0.0013710400992259,5.01992133343424e-06,0.723,Data,Data,Data,AIC,MEX,18575307.2660128
1990,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,217,36579.71,89719.33,156.891,26447.13033,64867.07559,12892869.303,0.0453275283870968,0.0012816490062912,4.89557702777933e-06,0.723,Data,Data,Data,AIC,MEX,19242324.8758404
1991,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,231,39297.18,98361.28,167.013,28411.86114,71115.20544,14152038.15,0.0503281675757576,0.0012383140915507,4.88626083074892e-06,0.723,GAM,Data,Data,AIC,MEX,21254331.6671188
1992,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,234,40021.72,99454.88,169.182,28935.70356,71905.87824,14308301.586,0.0538290953846154,0.0012408418471234,4.78599755071021e-06,0.723,GAM,Data,Data,AIC,MEX,21654294.495586
1993,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,229,39331.01,97632.21,165.567,28436.32023,70588.08783,14047863.249,0.0575695548908297,0.0012364688938783,4.76691867606375e-06,0.723,Data,Data,Data,AIC,MEX,21365295.441586
1994,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,261,44511.72,111824.78,188.703,32181.97356,80849.31594,16093201.329,0.0,0.0012302868378119,4.69996677070668e-06,0.723,GAM,Data,Data,AIC,MEX,24614355.6619032
1995,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,292,51358.55,128180.31,211.116,37132.23165,92674.36413,18464980.416,0.0,0.0011986210320046,4.54139579503179e-06,0.723,Data,Data,Data,AIC,MEX,28358571.9077598
1996,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,289,51963.34,129614.19,208.947,37569.49482,93711.05937,18687246.522,0.011960650899654,0.001152449531481,4.54143781346176e-06,0.723,Data,Data,Data,AIC,MEX,28818134.7420156
1997,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,268,47380.78,117409.51,193.764,34256.30394,84887.07573,16912050.885,0.209165919776119,0.0011864717180476,4.56955919491933e-06,0.723,GAM,Data,Data,AIC,MEX,26180895.0639398
1998,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,287,52775.4,130907.1,207.501,38156.6142,94645.8333,18885894.387,0.222373193031359,0.0011268344589487,4.48994446718452e-06,0.723,GAM,Data,Data,AIC,MEX,29331275.8505056
1999,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,291,53953.76,134387.22,210.393,39008.56848,97161.96006,19397069.124,0.239117119587629,0.0011370124595638,4.48800592954133e-06,0.723,GAM,Data,Data,AIC,MEX,30200139.9476338
2000,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,300,54984.19,136657.04,216.9,39753.56937,98803.03992,19714446.603,0.0,0.001149176793951,4.48501847767422e-06,0.723,Data,Data,Data,AIC,MEX,30833040.6254731
2001,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,315,59051.08,146674.52,227.745,42693.93084,106045.67796,21177116.091,0.0,0.0011178799260435,4.45427260409191e-06,0.723,Data,Data,Data,AIC,MEX,33384330.0733353
2002,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,313,58614.11,145945.45,226.299,42378.00153,105518.56035,21072940.467,0.062291692172524,0.0011177439447245,4.48743220786002e-06,0.723,Data,Data,Data,AIC,MEX,33509694.6303561
2003,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,308,59490.69,146650.26,222.684,43011.76887,106028.13798,21191030.949,0.0,0.0010951682327133,4.45466865951277e-06,0.723,Data,Data,Data,AIC,MEX,34142732.0642827
2004,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,312,59960.79,147602.9,225.576,43351.65117,106716.8967,21323676.144,0.0,0.0010903839275747,4.45879254497481e-06,0.723,Data,Data,Data,AIC,MEX,34792279.5703166
2005,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,456,92632.905,227255.33,329.688,66973.590315,164305.60359,32881617.768,0.0,0.0010140018777045,4.56167295905569e-06,0.723,GAM,Data,Data,AIC,MEX,54253728.7159441
2006,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,44,6343.822,16039.5,31.812,4586.583306,11596.5585,2291861.559,0.0,0.001474294,5.662563e-06,0.723,Data,Data,Data,AIC,MEX,3819047.49434717
2007,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,45,6425.363,16404.04,32.535,4645.537449,11860.12092,2343949.371,0.0,0.001474294,5.809109e-06,0.723,Data,Data,Data,AIC,MEX,3938777.40388342
2008,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,44,6278.183,16039.5,31.812,4539.126309,11596.5585,2291861.559,0.0,0.001474294,5.82542e-06,0.723,Data,Data,Data,AIC,MEX,3873806.33505423
2009,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,45,6589.183,16839.1914,32.535,4763.979309,12174.7353822,2409323.4648,0.0,0.0014069388437984,5.7246374175463e-06,0.723,Data,Data,Data,AIC,MEX,4089569.11621523
2010,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,41,5876.707,14945.9,29.643,4248.859161,10805.8857,2135598.846,0.0,0.001474294,5.72414e-06,0.723,Data,Data,Data,AIC,MEX,3638753.81260806
2011,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,416,86427.94,212829.9,300.768,62487.40062,153876.0177,30819252.315,0.0,0.0010096682951064,4.59012551723898e-06,0.723,GAM,Data,Data,AIC,MEX,53009124.7667589
2012,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,39,5746.165,14722.3304,28.197,4154.477295,10644.2448792,2107129.0581,0.0,0.0014187049323216,5.66075589475328e-06,0.723,Data,Data,Data,AIC,MEX,3668001.14097936
2013,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,40,5958.984,15086.8604,28.92,4308.345432,10907.8000692,2159216.8701,0.40674397,0.0014201107883669,5.47677066066967e-06,0.723,GAM,Data,Data,AIC,MEX,3819815.91688075
2014,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,40,5795.165,14581.37,28.92,4189.904295,10542.33051,2083511.034,0.4020417,0.001474294,5.563682e-06,0.723,GAM,Data,Data,AIC,MEX,3755617.74651747
2015,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,35,5017.336,12758.69,25.305,3627.533928,9224.53287,1823071.974,0.384331,0.001474294,5.732692e-06,0.723,GAM,Data,Data,AIC,MEX,3353095.11915032
2016,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,36,5140.804,13123.23,26.028,3716.801292,9488.09529,1875159.786,0.3740696,0.001474294,5.811249e-06,0.723,GAM,Data,Data,AIC,MEX,3515072.30282783
2017,24-50m,I,Seine_Purse_Seine,NorthAmerica,484,59,9157.567,22518.511,42.657,6620.920941,16280.883453,3224590.3389,0.389295861016949,0.001405309116956,5.11298554625535e-06,0.723,GAM,Data,Data,AIC,MEX,6101460.87529363
1966,6-12m,I,Seine_Purse_Seine,NorthAmerica,484,6,137.3686,2398.994,4.338,99.3174978,1734.472662,343615.6551,0.07744901,0.001157023,0.000635926,0.723,GAM,Data,Data,AIC,MEX,401558.228415345
1967,6-12m,I,Seine_Purse_Seine,NorthAmerica,484,6,137.3686,2398.994,4.338,99.3174978,1734.472662,343615.6551,0.07744901,0.001157023,0.000635926,0.723,GAM,Data,Data,AIC,MEX,403874.545908341
1968,6-12m,I,Seine_Purse_Seine,NorthAmerica,484,8,181.5227,3198.658,5.784,131.2409121,2312.629734,458154.1827,0.1444835,0.001157023,0.0006474357,0.723,GAM,Data,Data,AIC,MEX,543160.739820991
