,Year,StateAbbr,StateDesc,LocationName,DataSource,Category,Measure,Data_Value_Unit,Data_Value_Type,Data_Value,Data_Value_Footnote_Symbol,Data_Value_Footnote,Low_Confidence_Limit,High_Confidence_Limit,TotalPopulation,TotalPop18plus,LocationID,CategoryID,MeasureId,DataValueTypeID,Short_Question_Text,Geolocation
168663,2022,PA,Pennsylvania,Monroe,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,16.8,,,15.0,18.6,167198,135315,42089,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-75.3395824565919 41.0582037762285)
168664,2022,PA,Pennsylvania,Huntingdon,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Crude prevalence,9.5,,,8.6,10.6,43281,35608,42061,HLTHOUT,CANCER,CrdPrv,Cancer (non-skin) or Melanoma,POINT (-77.9813106456289 40.4168369746766)
168667,2022,PA,Pennsylvania,Mifflin,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,9.3,,,8.3,10.4,45988,35646,42087,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-77.6166496153272 40.6106049713377)
168676,2021,PA,Pennsylvania,Tioga,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,81.4,,,78.3,84.4,41106,33211,42117,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-77.2544484368797 41.7723746925981)
168678,2022,OH,Ohio,Pike,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,24.0,,,20.3,27.7,27005,20657,39131,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-83.0666366915286 39.0771703661227)
168679,2022,OH,Ohio,Perry,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,63.5,,,58.3,68.3,35480,27219,39127,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-82.2371873934768 39.7377614698385)
168687,2022,PA,Pennsylvania,Lancaster,BRFSS,Prevention,Visits to doctor for routine checkup within the past year among adults,%,Age-adjusted prevalence,75.7,,,71.7,79.4,556629,429358,42071,PREVENT,CHECKUP,AgeAdjPrv,Annual Checkup,POINT (-76.2478165964936 40.0424827406656)
168688,2022,PA,Pennsylvania,Dauphin,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,34.3,,,27.9,40.8,288800,225073,42043,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-76.7794808231038 40.4160182717579)
168690,2022,OH,Ohio,Putnam,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.5,,,6.8,8.3,34334,25624,39137,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-84.1317442011222 41.0221222224867)
168691,2022,PA,Pennsylvania,Monroe,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,42.7,,,35.9,49.7,167198,135315,42089,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-75.3395824565919 41.0582037762285)
168693,2022,OH,Ohio,Noble,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Crude prevalence,31.1,,,26.4,36.3,14335,11638,39121,SOCLNEED,ISOLATION,CrdPrv,Social Isolation,POINT (-81.4555238795305 39.7661009290061)
168695,2022,PA,Pennsylvania,Elk,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Crude prevalence,63.2,,,59.4,66.9,30477,24685,42047,PREVENT,DENTAL,CrdPrv,Dental Visit,POINT (-78.6489315131988 41.4251242334449)
168699,2022,OH,Ohio,Scioto,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,22.3,,,20.1,24.6,72194,56645,39145,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-82.9932730384393 38.80401792582)
168700,2022,PA,Pennsylvania,Fayette,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,33.5,,,29.3,37.9,125755,101724,42051,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-79.6474418035071 39.920334883186)
168702,2022,PA,Pennsylvania,York,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.5,,,11.8,17.3,461058,361521,42133,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-76.7263869135604 39.91995594347)
168703,2022,PA,Pennsylvania,Susquehanna,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,3.7,,,3.3,4.0,38074,31026,42115,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-75.8007919927448 41.8212610713125)
168705,2022,OH,Ohio,Washington,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,10.6,,,9.3,11.9,58901,47490,39167,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,POINT (-81.4953288002496 39.4553183091123)
168708,2022,OH,Ohio,Williams,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,27.2,,,23.4,31.1,36652,28687,39171,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-84.5878774120262 41.560269481809)
168709,2021,PA,Pennsylvania,Lebanon,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,82.4,,,79.5,85.2,144011,111779,42075,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-76.4575100228039 40.3672071517113)
168713,2022,PA,Pennsylvania,Jefferson,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,9.2,,,8.3,10.3,43794,34562,42065,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-78.999583915939 41.1282655443833)
168714,2022,PA,Pennsylvania,Franklin,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,19.8,,,17.4,22.4,156902,123143,42055,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-77.7214192027132 39.9273839009143)
168715,2022,OH,Ohio,Van Wert,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,26.0,,,22.1,29.8,28769,22136,39161,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-84.5861187587366 40.8554297690305)
168718,2022,PA,Pennsylvania,Wyoming,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,21.2,,,17.3,25.5,26014,21071,42131,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-76.0164691320074 41.5183545389591)
168729,2022,OH,Ohio,Paulding,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,75.8,,,68.2,82.5,18757,14346,39125,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-84.5802136619402 41.1166104120679)
168733,2022,PA,Pennsylvania,Adams,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,64.1,,,60.1,68.1,106027,85792,42001,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-77.2179067034351 39.871619978239)
168735,2022,OH,Ohio,Scioto,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,27.3,,,24.0,30.7,72194,56645,39145,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-82.9932730384393 38.80401792582)
168736,2022,OH,Ohio,Van Wert,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,62.3,,,58.5,65.7,28769,22136,39161,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-84.5861187587366 40.8554297690305)
168737,2022,OH,Ohio,Warren,BRFSS,Health Outcomes,Current asthma among adults,%,Crude prevalence,9.9,,,8.8,11.1,249778,191037,39165,HLTHOUT,CASTHMA,CrdPrv,Current Asthma,POINT (-84.1666616383255 39.4277223308555)
168738,2022,PA,Pennsylvania,Blair,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,73.6,,,65.5,81.1,121032,96919,42013,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-78.3485770904823 40.4809694312938)
168740,2022,PA,Pennsylvania,Adams,BRFSS,Disability,Independent living disability among adults,%,Age-adjusted prevalence,7.7,,,6.9,8.7,106027,85792,42001,DISABLT,INDEPLIVE,AgeAdjPrv,Independent Living Disability,POINT (-77.2179067034351 39.871619978239)
168741,2022,OH,Ohio,Warren,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,21.9,,,18.7,25.4,249778,191037,39165,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-84.1666616383255 39.4277223308555)
168742,2022,OH,Ohio,Ottawa,BRFSS,Prevention,Colorectal cancer screening among adults aged 45–75 years,%,Crude prevalence,69.4,,,64.6,73.8,39978,32977,39123,PREVENT,COLON_SCREEN,CrdPrv,Colorectal Cancer Screening,POINT (-83.1164465932344 41.5336572497729)
168743,2022,OH,Ohio,Trumbull,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,77.3,,,71.1,82.6,200643,159684,39155,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-80.761219036042 41.3170156745471)
168744,2021,PA,Pennsylvania,Monroe,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,33.8,,,29.8,37.9,167198,135315,42089,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-75.3395824565919 41.0582037762285)
168750,2022,OH,Ohio,Paulding,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Age-adjusted prevalence,33.8,,,29.6,38.3,18757,14346,39125,SOCLNEED,ISOLATION,AgeAdjPrv,Social Isolation,POINT (-84.5802136619402 41.1166104120679)
168758,2021,PA,Pennsylvania,Fulton,BRFSS,Prevention,Cholesterol screening among adults,%,Crude prevalence,84.3,,,81.8,86.6,14533,11723,42057,PREVENT,CHOLSCREEN,CrdPrv,Cholesterol Screening,POINT (-78.1128382889983 39.9253441914256)
168759,2022,PA,Pennsylvania,McKean,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Crude prevalence,36.0,,,29.1,43.2,39866,32229,42083,RISKBEH,SLEEP,CrdPrv,Short Sleep Duration,POINT (-78.5690193435198 41.8075917412225)
168761,2022,OH,Ohio,Shelby,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,13.1,,,11.6,14.7,47671,36084,39149,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-84.2045776565192 40.3315252576962)
168763,2022,PA,Pennsylvania,Somerset,BRFSS,Health Outcomes,Depression among adults,%,Age-adjusted prevalence,25.1,,,21.4,29.2,72710,59580,42111,HLTHOUT,DEPRESSION,AgeAdjPrv,Depression,POINT (-79.0282547237808 39.9725423472168)
168765,2021,PA,Pennsylvania,Montgomery,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,85.6,,,83.4,87.8,864683,683434,42091,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-75.367276645398 40.2108461432027)
168771,2022,OH,Ohio,Stark,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Crude prevalence,19.2,,,16.0,22.6,372657,293217,39151,HLTHOUT,TEETHLOST,CrdPrv,All Teeth Lost,POINT (-81.3654802311805 40.8137809427166)
168772,2021,PA,Pennsylvania,Erie,BRFSS,Prevention,Cholesterol screening among adults,%,Age-adjusted prevalence,81.4,,,78.5,84.1,267689,212575,42049,PREVENT,CHOLSCREEN,AgeAdjPrv,Cholesterol Screening,POINT (-80.0327592687448 41.9924719108558)
168775,2022,OH,Ohio,Noble,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,44.8,,,37.5,52.7,14335,11638,39121,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-81.4555238795305 39.7661009290061)
168778,2022,PA,Pennsylvania,Lancaster,BRFSS,Health Outcomes,Arthritis among adults,%,Crude prevalence,30.1,,,30.0,30.2,556629,429358,42071,HLTHOUT,ARTHRITIS,CrdPrv,Arthritis,POINT (-76.2478165964936 40.0424827406656)
168779,2022,OH,Ohio,Wyandot,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,63.2,,,59.5,66.5,21567,16838,39175,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-83.3043356711719 40.842380644598)
168784,2022,PA,Pennsylvania,Forest,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Age-adjusted prevalence,13.0,,,11.4,14.7,6626,6391,42053,PREVENT,ACCESS2,AgeAdjPrv,Health Insurance,POINT (-79.236591575104 41.5129246402332)
168785,2022,OH,Ohio,Tuscarawas,BRFSS,Health Risk Behaviors,Short sleep duration among adults,%,Age-adjusted prevalence,41.6,,,36.6,46.5,91937,71061,39157,RISKBEH,SLEEP,AgeAdjPrv,Short Sleep Duration,POINT (-81.4739039664201 40.4409826688981)
168789,2022,PA,Pennsylvania,Somerset,BRFSS,Health Outcomes,Obesity among adults,%,Crude prevalence,36.5,,,29.0,44.1,72710,59580,42111,HLTHOUT,OBESITY,CrdPrv,Obesity,POINT (-79.0282547237808 39.9725423472168)
168793,2022,OH,Ohio,Trumbull,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,23.0,,,20.7,25.4,200643,159684,39155,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-80.761219036042 41.3170156745471)
168794,2021,OH,Ohio,Trumbull,BRFSS,Health Outcomes,High blood pressure among adults,%,Age-adjusted prevalence,34.6,,,31.3,38.2,200643,159684,39155,HLTHOUT,BPHIGH,AgeAdjPrv,High Blood Pressure,POINT (-80.761219036042 41.3170156745471)
168795,2022,PA,Pennsylvania,Centre,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Age-adjusted prevalence,9.2,,,7.8,10.6,158425,135709,42027,HLTHOUT,DIABETES,AgeAdjPrv,Diabetes,POINT (-77.8198125369243 40.9187332372117)
168798,2022,OH,Ohio,Vinton,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,5.8,,,5.3,6.3,12565,9920,39163,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-82.4851248671181 39.2511886305124)
168802,2022,PA,Pennsylvania,Bradford,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.1,,,13.9,20.7,59866,46750,42015,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-76.5155111278347 41.7887110958834)
168808,2022,PA,Pennsylvania,Warren,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,27.0,,,22.8,31.6,37808,30451,42123,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-79.2738926761047 41.8144358607218)
168810,2022,OH,Ohio,Richland,BRFSS,Health-Related Social Needs,Utility services shut-off threat in the past 12 months among adults,%,Crude prevalence,10.3,,,9.2,11.6,125319,98268,39139,SOCLNEED,SHUTUTILITY,CrdPrv,Utility Services Threat,POINT (-82.5363256693401 40.7748694236578)
168814,2022,PA,Pennsylvania,Fayette,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,29.7,,,26.2,33.3,125755,101724,42051,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-79.6474418035071 39.920334883186)
168816,2022,PA,Pennsylvania,Beaver,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,23.5,,,19.8,27.5,165677,133925,42007,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-80.349491791472 40.6823424598597)
168821,2022,OH,Ohio,Wayne,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Age-adjusted prevalence,19.1,,,15.7,22.6,116559,88921,39169,RISKBEH,BINGE,AgeAdjPrv,Binge Drinking,POINT (-81.8879430008873 40.828860440969)
168826,2022,PA,Pennsylvania,Wayne,BRFSS,Health Outcomes,Depression among adults,%,Crude prevalence,23.3,,,19.7,27.2,51173,42711,42127,HLTHOUT,DEPRESSION,CrdPrv,Depression,POINT (-75.3033288891875 41.6486390281983)
168827,2022,PA,Pennsylvania,Franklin,BRFSS,Disability,Vision disability among adults,%,Crude prevalence,5.0,,,4.6,5.6,156902,123143,42055,DISABLT,VISION,CrdPrv,Vision Disability,POINT (-77.7214192027132 39.9273839009143)
168828,2022,PA,Pennsylvania,Crawford,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,5.4,,,4.7,6.3,82670,65836,42039,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-80.1061210135006 41.6847591926548)
168832,2022,OH,Ohio,Vinton,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,16.7,,,13.6,20.2,12565,9920,39163,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-82.4851248671181 39.2511886305124)
168833,2022,PA,Pennsylvania,Bucks,BRFSS,Prevention,Mammography use among women aged 50-74 years,%,Crude prevalence,76.2,,,68.6,82.2,645054,518232,42017,PREVENT,MAMMOUSE,CrdPrv,Mammography,POINT (-75.1067482285946 40.3368045168652)
168835,2022,OH,Ohio,Van Wert,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,8.6,,,7.8,9.5,28769,22136,39161,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-84.5861187587366 40.8554297690305)
168836,2022,OH,Ohio,Scioto,BRFSS,Disability,Mobility disability among adults,%,Crude prevalence,19.7,,,17.8,21.7,72194,56645,39145,DISABLT,MOBILITY,CrdPrv,Mobility Disability,POINT (-82.9932730384393 38.80401792582)
168837,2022,PA,Pennsylvania,Schuylkill,BRFSS,Disability,Cognitive disability among adults,%,Age-adjusted prevalence,17.5,,,15.6,19.5,143104,114785,42107,DISABLT,COGNITION,AgeAdjPrv,Cognitive Disability,POINT (-76.216152351359 40.7056715728756)
168839,2021,OH,Ohio,Wood,BRFSS,Health Outcomes,High cholesterol among adults who have ever been screened,%,Age-adjusted prevalence,29.0,,,25.5,32.9,131592,105161,39173,HLTHOUT,HIGHCHOL,AgeAdjPrv,High Cholesterol,POINT (-83.622978870736 41.361689646332)
168841,2022,PA,Pennsylvania,Monroe,BRFSS,Prevention,Current lack of health insurance among adults aged 18-64 years,%,Crude prevalence,6.2,,,5.4,7.1,167198,135315,42089,PREVENT,ACCESS2,CrdPrv,Health Insurance,POINT (-75.3395824565919 41.0582037762285)
168845,2022,PA,Pennsylvania,Butler,BRFSS,Health Outcomes,Arthritis among adults,%,Age-adjusted prevalence,25.5,,,22.2,28.9,197300,160035,42019,HLTHOUT,ARTHRITIS,AgeAdjPrv,Arthritis,POINT (-79.9132626491296 40.9120032618258)
168847,2022,PA,Pennsylvania,Forest,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Crude prevalence,21.8,,,19.1,24.6,6626,6391,42053,RISKBEH,CSMOKING,CrdPrv,Current Cigarette Smoking,POINT (-79.236591575104 41.5129246402332)
168848,2022,OH,Ohio,Preble,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,14.3,,,12.3,16.5,40596,31654,39135,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-84.647965894182 39.7415985069018)
168850,2022,PA,Pennsylvania,Huntingdon,BRFSS,Health Risk Behaviors,Binge drinking among adults,%,Crude prevalence,17.7,,,14.1,21.2,43281,35608,42061,RISKBEH,BINGE,CrdPrv,Binge Drinking,POINT (-77.9813106456289 40.4168369746766)
168851,2022,OH,Ohio,Richland,BRFSS,Disability,Mobility disability among adults,%,Age-adjusted prevalence,14.3,,,12.8,15.8,125319,98268,39139,DISABLT,MOBILITY,AgeAdjPrv,Mobility Disability,POINT (-82.5363256693401 40.7748694236578)
168853,2021,OH,Ohio,Paulding,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,37.7,,,33.9,41.6,18757,14346,39125,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-84.5802136619402 41.1166104120679)
168854,2022,PA,Pennsylvania,Warren,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,19.5,,,17.6,21.5,37808,30451,42123,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-79.2738926761047 41.8144358607218)
168858,2022,OH,Ohio,Van Wert,BRFSS,Health Status,Frequent mental distress among adults,%,Age-adjusted prevalence,20.4,,,18.5,22.3,28769,22136,39161,HLTHSTAT,MHLTH,AgeAdjPrv,Frequent Mental Distress,POINT (-84.5861187587366 40.8554297690305)
168860,2022,PA,Pennsylvania,Union,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,10.7,,,9.2,12.3,42744,35288,42119,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-77.0619616361032 40.9630239654904)
168865,2022,PA,Pennsylvania,Indiana,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,9.4,,,7.5,11.7,82957,68262,42063,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-79.0876599621691 40.6518464143536)
168868,2022,PA,Pennsylvania,Berks,BRFSS,Health Risk Behaviors,No leisure-time physical activity among adults,%,Crude prevalence,24.9,,,21.0,28.9,430449,336756,42011,RISKBEH,LPA,CrdPrv,Physical Inactivity,POINT (-75.9258093647672 40.4163199739645)
168871,2022,PA,Pennsylvania,Wyoming,BRFSS,Health Outcomes,Stroke among adults,%,Crude prevalence,4.3,,,3.9,4.8,26014,21071,42131,HLTHOUT,STROKE,CrdPrv,Stroke,POINT (-76.0164691320074 41.5183545389591)
168880,2022,OH,Ohio,Tuscarawas,BRFSS,Health Outcomes,Chronic obstructive pulmonary disease among adults,%,Age-adjusted prevalence,10.4,,,9.4,11.4,91937,71061,39157,HLTHOUT,COPD,AgeAdjPrv,COPD,POINT (-81.4739039664201 40.4409826688981)
168886,2022,OH,Ohio,Stark,BRFSS,Disability,Cognitive disability among adults,%,Crude prevalence,13.5,,,12.1,14.9,372657,293217,39151,DISABLT,COGNITION,CrdPrv,Cognitive Disability,POINT (-81.3654802311805 40.8137809427166)
168887,2021,PA,Pennsylvania,Elk,BRFSS,Health Outcomes,High blood pressure among adults,%,Crude prevalence,35.9,,,31.4,40.5,30477,24685,42047,HLTHOUT,BPHIGH,CrdPrv,High Blood Pressure,POINT (-78.6489315131988 41.4251242334449)
168891,2022,PA,Pennsylvania,Blair,BRFSS,Health Status,Frequent physical distress among adults,%,Age-adjusted prevalence,14.0,,,12.4,15.8,121032,96919,42013,HLTHSTAT,PHLTH,AgeAdjPrv,Frequent Physical Distress,POINT (-78.3485770904823 40.4809694312938)
168894,2022,PA,Pennsylvania,Monroe,BRFSS,Health Risk Behaviors,Current cigarette smoking among adults,%,Age-adjusted prevalence,16.2,,,14.1,18.4,167198,135315,42089,RISKBEH,CSMOKING,AgeAdjPrv,Current Cigarette Smoking,POINT (-75.3395824565919 41.0582037762285)
168895,2022,OH,Ohio,Shelby,BRFSS,Disability,Self-care disability among adults,%,Crude prevalence,3.9,,,3.6,4.3,47671,36084,39149,DISABLT,SELFCARE,CrdPrv,Self-care Disability,POINT (-84.2045776565192 40.3315252576962)
168897,2022,OH,Ohio,Williams,BRFSS,Health-Related Social Needs,Housing insecurity in the past 12 months among adults,%,Crude prevalence,11.8,,,10.3,13.4,36652,28687,39171,SOCLNEED,HOUSINSECU,CrdPrv,Housing Insecurity,POINT (-84.5878774120262 41.560269481809)
168901,2022,OH,Ohio,Wyandot,BRFSS,Health Outcomes,Obesity among adults,%,Age-adjusted prevalence,40.0,,,32.7,47.0,21567,16838,39175,HLTHOUT,OBESITY,AgeAdjPrv,Obesity,POINT (-83.3043356711719 40.842380644598)
168904,2022,PA,Pennsylvania,Forest,BRFSS,Health Outcomes,Stroke among adults,%,Age-adjusted prevalence,3.9,,,3.6,4.3,6626,6391,42053,HLTHOUT,STROKE,AgeAdjPrv,Stroke,POINT (-79.236591575104 41.5129246402332)
168906,2022,OH,Ohio,Perry,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Age-adjusted prevalence,7.2,,,6.5,7.9,35480,27219,39127,HLTHOUT,CHD,AgeAdjPrv,Coronary Heart Disease,POINT (-82.2371873934768 39.7377614698385)
168908,2022,OH,Ohio,Preble,BRFSS,Health-Related Social Needs,Lack of reliable transportation in the past 12 months among adults,%,Age-adjusted prevalence,8.3,,,7.5,9.1,40596,31654,39135,SOCLNEED,LACKTRPT,AgeAdjPrv,Transportation Barriers,POINT (-84.647965894182 39.7415985069018)
168909,2022,OH,Ohio,Portage,BRFSS,Health Status,Frequent physical distress among adults,%,Crude prevalence,12.9,,,11.6,14.3,161745,132730,39133,HLTHSTAT,PHLTH,CrdPrv,Frequent Physical Distress,POINT (-81.1973820342372 41.1676777891816)
168911,2022,PA,Pennsylvania,Clinton,BRFSS,Disability,Any disability among adults,%,Age-adjusted prevalence,33.0,,,28.7,37.5,37931,30401,42035,DISABLT,DISABILITY,AgeAdjPrv,Any Disability,POINT (-77.6387449615827 41.234143444052)
168913,2022,PA,Pennsylvania,Wayne,BRFSS,Health Outcomes,All teeth lost among adults aged >=65 years,%,Age-adjusted prevalence,14.8,,,11.9,18.1,51173,42711,42127,HLTHOUT,TEETHLOST,AgeAdjPrv,All Teeth Lost,POINT (-75.3033288891875 41.6486390281983)
168921,2022,OH,Ohio,Washington,BRFSS,Health-Related Social Needs,Feeling socially isolated among adults,%,Age-adjusted prevalence,35.8,,,31.4,40.4,58901,47490,39167,SOCLNEED,ISOLATION,AgeAdjPrv,Social Isolation,POINT (-81.4953288002496 39.4553183091123)
168923,2022,OH,Ohio,Richland,BRFSS,Health Outcomes,Cancer (non-skin) or melanoma among adults,%,Age-adjusted prevalence,7.5,,,6.7,8.2,125319,98268,39139,HLTHOUT,CANCER,AgeAdjPrv,Cancer (non-skin) or Melanoma,POINT (-82.5363256693401 40.7748694236578)
168928,2022,OH,Ohio,Ottawa,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Age-adjusted prevalence,16.2,,,14.5,18.1,39978,32977,39123,HLTHSTAT,GHLTH,AgeAdjPrv,General Health,POINT (-83.1164465932344 41.5336572497729)
168930,2022,OH,Ohio,Summit,BRFSS,Health-Related Social Needs,Received food stamps in the past 12 months among adults,%,Crude prevalence,14.7,,,13.2,16.3,535882,426254,39153,SOCLNEED,FOODSTAMP,CrdPrv,Food Stamps,POINT (-81.5321556359145 41.1259055177579)
168932,2022,PA,Pennsylvania,Dauphin,BRFSS,Health Status,Fair or poor self-rated health status among adults,%,Crude prevalence,20.1,,,17.8,22.3,288800,225073,42043,HLTHSTAT,GHLTH,CrdPrv,General Health,POINT (-76.7794808231038 40.4160182717579)
168935,2022,PA,Pennsylvania,Cambria,BRFSS,Health Outcomes,Diagnosed diabetes among adults,%,Crude prevalence,12.6,,,10.9,14.6,131441,106415,42021,HLTHOUT,DIABETES,CrdPrv,Diabetes,POINT (-78.7135019930571 40.4953756223316)
168936,2022,PA,Pennsylvania,Lancaster,BRFSS,Prevention,Visited dentist or dental clinic in the past year among adults,%,Age-adjusted prevalence,64.9,,,61.3,68.4,556629,429358,42071,PREVENT,DENTAL,AgeAdjPrv,Dental Visit,POINT (-76.2478165964936 40.0424827406656)
168943,2022,PA,Pennsylvania,Dauphin,BRFSS,Health Outcomes,Coronary heart disease among adults,%,Crude prevalence,7.5,,,6.7,8.2,288800,225073,42043,HLTHOUT,CHD,CrdPrv,Coronary Heart Disease,POINT (-76.7794808231038 40.4160182717579)
